title,buyer_name,publication_date,publication_number,country,category,priority_bucket,cpv_code,url,source,raw_text
Maitrise d'oeuvre pour les programmes de travaux annuels et l'accord cadre à bons de commande - Années 2027 à 2029 - Territoire de Blavet Bellevue Océan Communauté,Eau du Morbihan,2026-03-09,26-23982,France,ENGINEERING,SECONDARY,71300000,https://www.boamp.fr/pages/avis/?q=idweb:26-23982,BOAMP,Maitrise d'oeuvre pour les programmes de travaux annuels et l'accord cadre à bons de commande - Années 2027 à 2029 - Territoire de Blavet Bellevue Océan Communauté | Alimentation en eau potable | Canalisations | Ingénierie | APPEL_OFFRE | SERVICES | 71300000 | nature APPEL_OFFRE | type SERVICES | CPV secondaire 71300000 | + fort: maitrise d oeuvre | + moyen: ingenierie | 56 | https://www.boamp.fr/pages/avis/?q=idweb:26-23982
Maitrise d'oeuvre pour les programmes de travaux annuels et l'accord cadre à bons de commande - Période 2027 à 2029 - Territoire de Baud Communauté,Eau du Morbihan,2026-03-09,26-24124,France,ENGINEERING,SECONDARY,71300000,https://www.boamp.fr/pages/avis/?q=idweb:26-24124,BOAMP,Maitrise d'oeuvre pour les programmes de travaux annuels et l'accord cadre à bons de commande - Période 2027 à 2029 - Territoire de Baud Communauté | Alimentation en eau potable | Canalisations | Ingénierie | APPEL_OFFRE | SERVICES | 71300000 | nature APPEL_OFFRE | type SERVICES | CPV secondaire 71300000 | + fort: maitrise d oeuvre | + moyen: ingenierie | 56 | https://www.boamp.fr/pages/avis/?q=idweb:26-24124
Assistance à maitrise d'ouvrage relatives aux opérations d'aménagement du domaine public communal,Mairie du Castellet,2026-03-06,26-23705,France,AMO_PROGRAMMING,CORE,71311300,https://www.boamp.fr/pages/avis/?q=idweb:26-23705,BOAMP,Assistance à maitrise d'ouvrage relatives aux opérations d'aménagement du domaine public communal | Assistance à maîtrise d'ouvrage | APPEL_OFFRE | SERVICES | 71311300 | nature APPEL_OFFRE | type SERVICES | CPV secondaire 71311300 | + fort: assistance a maitrise d ouvrage | + moyen: amenagement | 83 | https://www.boamp.fr/pages/avis/?q=idweb:26-23705
AMO pour la construction d'une gendarmerie,COMMUNE DE SCIEZ,2026-03-06,26-23437,France,AMO_PROGRAMMING,CORE,,https://www.boamp.fr/pages/avis/?q=idweb:26-23437,BOAMP,AMO pour la construction d'une gendarmerie | Assistance à maîtrise d'ouvrage | APPEL_OFFRE | SERVICES | nature APPEL_OFFRE | type SERVICES | + fort: assistance a maitrise d ouvrage | + fort:  amo | 74 | https://www.boamp.fr/pages/avis/?q=idweb:26-23437
Maîtrise d'oeuvre pour la rénovation et extension du musée départemental de la résistance de Vassieux en Vercors,Département de la Drôme,2026-03-05,26-21957,France,ARCHITECTURE_BUILDING,CORE,71240000 | 92521100,https://www.boamp.fr/pages/avis/?q=idweb:26-21957,BOAMP,Maîtrise d'oeuvre pour la rénovation et extension du musée départemental de la résistance de Vassieux en Vercors | Maîtrise d'oeuvre | APPEL_OFFRE | SERVICES | 71240000 | 92521100 | nature APPEL_OFFRE | type SERVICES | CPV archi 71240000 | + fort: maitrise d oeuvre | - moyen: animation | 26 | https://www.boamp.fr/pages/avis/?q=idweb:26-21957
Maîtrise d'oeuvre pour des travaux de réhabilitation des réservoirs du Sidep,Sidep Du Val St Cyr,2026-03-05,26-22976,France,ENGINEERING,SECONDARY,71300000,https://www.boamp.fr/pages/avis/?q=idweb:26-22976,BOAMP,Maîtrise d'oeuvre pour des travaux de réhabilitation des réservoirs du Sidep | Maîtrise d'oeuvre | Réservoir | APPEL_OFFRE | SERVICES | 71300000 | nature APPEL_OFFRE | type SERVICES | CPV secondaire 71300000 | + fort: maitrise d oeuvre | + moyen: rehabilitation | 28 | 27 | https://www.boamp.fr/pages/avis/?q=idweb:26-22976
"Démarche d'adaptation aux changements climatiques du Grand Site ""Marais de Brouage""",Communauté d'agglomération Rochefort Océan,2026-03-16,26-27352,France,URBANISM_LANDSCAPE,CORE,71241000,https://www.boamp.fr/pages/avis/?q=idweb:26-27352,BOAMP,"Démarche d'adaptation aux changements climatiques du Grand Site ""Marais de Brouage"" | Prestations de services | Etude | APPEL_OFFRE | SERVICES | 71241000 | nature APPEL_OFFRE | type SERVICES | CPV archi 71241000 | + moyen: etude | + moyen: paysage | - moyen: accompagnement | 17 | https://www.boamp.fr/pages/avis/?q=idweb:26-27352"
2026R006 - Mise en place d'outils d'urbanisme opérationnels et d'aménagement - consultation de bureaux d'études,VILLE DE SAINT-TROPEZ,2026-03-10,26-24427,France,URBANISM_LANDSCAPE,CORE,,https://www.boamp.fr/pages/avis/?q=idweb:26-24427,BOAMP,2026R006 - Mise en place d'outils d'urbanisme opérationnels et d'aménagement - consultation de bureaux d'études | Machines-outils | APPEL_OFFRE | SERVICES | nature APPEL_OFFRE | type SERVICES | + fort: urbanisme | + moyen: amenagement | + moyen: etude | 83 | https://www.boamp.fr/pages/avis/?q=idweb:26-24427
Maîtrise d'uvre pour la réhabilitation du refoulement du Poste de Refoulement « Route de la Tremblade » à SAUJON,COMMUNAUTÉ D'AGGLOMÉRATION ROYAN ATLANTIQUE,2026-03-09,26-24065,France,ENGINEERING,SECONDARY,79311000,https://www.boamp.fr/pages/avis/?q=idweb:26-24065,BOAMP,Maîtrise d'uvre pour la réhabilitation du refoulement du Poste de Refoulement « Route de la Tremblade » à SAUJON | Etude | Maîtrise d'oeuvre | APPEL_OFFRE | SERVICES | 79311000 | nature APPEL_OFFRE | type SERVICES | + fort: maitrise d oeuvre | + moyen: rehabilitation | + moyen: etude | 17 | https://www.boamp.fr/pages/avis/?q=idweb:26-24065
Mandat de maitrise d'ouvrage pour le projet de reconstruction de l'EHPAD au CH de Vitry-le-François,CH Verdun Saint-Mihiel,2026-03-15,26-26454,France,AMO_PROGRAMMING,CORE,71310000,https://www.boamp.fr/pages/avis/?q=idweb:26-26454,BOAMP,Mandat de maitrise d'ouvrage pour le projet de reconstruction de l'EHPAD au CH de Vitry-le-François | Assistance à maîtrise d'ouvrage | APPEL_OFFRE | SERVICES | 71310000 | nature APPEL_OFFRE | type SERVICES | CPV secondaire 71310000 | + fort: assistance a maitrise d ouvrage | 51 | 52 | 55 | https://www.boamp.fr/pages/avis/?q=idweb:26-26454
Assistance technique pour la rénovation de toiture de bâtiment du Département du Finistère,Département du Finistère,2026-03-09,26-24171,France,AMO_PROGRAMMING,CORE,71315200,https://www.boamp.fr/pages/avis/?q=idweb:26-24171,BOAMP,Assistance technique pour la rénovation de toiture de bâtiment du Département du Finistère | Assistance à maîtrise d'ouvrage | APPEL_OFFRE | SERVICES | 71315200 | nature APPEL_OFFRE | type SERVICES | CPV secondaire 71315200 | + fort: assistance a maitrise d ouvrage | 29 | https://www.boamp.fr/pages/avis/?q=idweb:26-24171
Mission d'Assistance à Maîtrise d'Ouvrage pour les travaux de reconstruction de l'EHPAD Gaston Monmousseau,EHPAD Gaston Monmousseau,2026-03-07,26-23133,France,AMO_PROGRAMMING,CORE,71336000,https://www.boamp.fr/pages/avis/?q=idweb:26-23133,BOAMP,Mission d'Assistance à Maîtrise d'Ouvrage pour les travaux de reconstruction de l'EHPAD Gaston Monmousseau | Assistance à maîtrise d'ouvrage | APPEL_OFFRE | SERVICES | 71336000 | nature APPEL_OFFRE | type SERVICES | CPV secondaire 71336000 | + fort: assistance a maitrise d ouvrage | 93 | https://www.boamp.fr/pages/avis/?q=idweb:26-23133
Etude de programmation muséographique et architecturale pour la création du parcours de visite libre à la Bâtie d'Urfé,Département de la Loire,2026-03-17,26-27789,France,AMO_PROGRAMMING,CORE,79314000,https://www.boamp.fr/pages/avis/?q=idweb:26-27789,BOAMP,Etude de programmation muséographique et architecturale pour la création du parcours de visite libre à la Bâtie d'Urfé | Etude | APPEL_OFFRE | SERVICES | 79314000 | nature APPEL_OFFRE | type SERVICES | + fort: architecte | + moyen: etude | 42 | https://www.boamp.fr/pages/avis/?q=idweb:26-27789
Marché de maitrise d'oeuvre pour la création d'une annexe judiciaire - CRA de Sete,Secrétariat Général pour l'Administration du Ministère de l'Intérieur Sud,2026-03-16,26-27137,France,OTHER_RELEVANT,SECONDARY,,https://www.boamp.fr/pages/avis/?q=idweb:26-27137,BOAMP,Marché de maitrise d'oeuvre pour la création d'une annexe judiciaire - CRA de Sete | Maîtrise d'oeuvre | APPEL_OFFRE | SERVICES | nature APPEL_OFFRE | type SERVICES | + fort: maitrise d oeuvre | + moyen: interieur | 34 | 30 | 48 | 12 | 81 | 11 | https://www.boamp.fr/pages/avis/?q=idweb:26-27137
"Construction, déconstruction et réaménagement du groupe scolaire Buisson à Brest (29)  
Mission d'ordonnancement, de pilotage et de coordination (OPC).",Ville de Brest,2026-03-12,26-24966,France,ENGINEERING,SECONDARY,71300000,https://www.boamp.fr/pages/avis/?q=idweb:26-24966,BOAMP,"Construction, déconstruction et réaménagement du groupe scolaire Buisson à Brest (29)  
Mission d'ordonnancement, de pilotage et de coordination (OPC). | Ingénierie | APPEL_OFFRE | SERVICES | 71300000 | nature APPEL_OFFRE | type SERVICES | CPV secondaire 71300000 | + moyen: amenagement | + moyen: ingenierie | 29 | https://www.boamp.fr/pages/avis/?q=idweb:26-24966"
ZAC PYTHON DUVERNOIS - Mission de CSPS pour la construction d'un équipements multisports et l'aménagement de ses abords,SEMAPA,2026-03-11,26-25132,France,URBANISM_LANDSCAPE,CORE,71317210,https://www.boamp.fr/pages/avis/?q=idweb:26-25132,BOAMP,ZAC PYTHON DUVERNOIS - Mission de CSPS pour la construction d'un équipements multisports et l'aménagement de ses abords | Equipement sportif | APPEL_OFFRE | SERVICES | 71317210 | nature APPEL_OFFRE | type SERVICES | CPV secondaire 71317210 | + moyen: amenagement | + moyen: zac | 75 | https://www.boamp.fr/pages/avis/?q=idweb:26-25132
Maitrise d'œuvre relative à l'aménagement d'une Maison du don (MDD) à Marseille,EFS PACA-Corse,2026-03-10,26-24626,France,OTHER_RELEVANT,SECONDARY,,https://www.boamp.fr/pages/avis/?q=idweb:26-24626,BOAMP,Maitrise d'œuvre relative à l'aménagement d'une Maison du don (MDD) à Marseille | Maîtrise d'oeuvre | APPEL_OFFRE | SERVICES | nature APPEL_OFFRE | type SERVICES | + fort: maitrise d oeuvre | + moyen: amenagement | 13 | https://www.boamp.fr/pages/avis/?q=idweb:26-24626
Maîtrise d'oeuvre - Travaux d'aménagement de l'espace balnéo et d'un vestiaire fitness au complexe HELICEA,Communauté d'agglomération du Boulonnais,2026-03-10,26-24882,France,OTHER_RELEVANT,SECONDARY,,https://www.boamp.fr/pages/avis/?q=idweb:26-24882,BOAMP,Maîtrise d'oeuvre - Travaux d'aménagement de l'espace balnéo et d'un vestiaire fitness au complexe HELICEA | Maîtrise d'oeuvre | APPEL_OFFRE | SERVICES | nature APPEL_OFFRE | type SERVICES | + fort: maitrise d oeuvre | + moyen: amenagement | 62 | https://www.boamp.fr/pages/avis/?q=idweb:26-24882
Diagnostics de vulnérabilité des bâtiments en zone inondable.,Menelik EPAGE,2026-03-09,26-23911,France,ARCHITECTURE_BUILDING,CORE,71241000,https://www.boamp.fr/pages/avis/?q=idweb:26-23911,BOAMP,Diagnostics de vulnérabilité des bâtiments en zone inondable. | Etude | APPEL_OFFRE | SERVICES | 71241000 | nature APPEL_OFFRE | type SERVICES | CPV archi 71241000 | + moyen: etude | - moyen: animation | 13 | 83 | https://www.boamp.fr/pages/avis/?q=idweb:26-23911
26V0409 - Restructuration et extension du stade des Arboras - Concours de maîtrise d'oeuvre restreint,VILLE DE NICE,2026-03-08,26-23661,France,COMPETITIONS,CORE,71000000,https://www.boamp.fr/pages/avis/?q=idweb:26-23661,BOAMP,26V0409 - Restructuration et extension du stade des Arboras - Concours de maîtrise d'oeuvre restreint | Maîtrise d'oeuvre | APPEL_OFFRE | SERVICES | 71000000 | nature APPEL_OFFRE | type SERVICES | CPV fort 71000000 | + fort: maitrise d oeuvre | + fort: mission de maitrise d oeuvre | + fort: architecte | + fort: architecture | + fort: concours d architecture | + fort: concours de maitrise d oeuvre | + moyen: amenagement | 6 | https://www.boamp.fr/pages/avis/?q=idweb:26-23661
Observatoire permanent des publics et comité de visiteurs,Cité de l'architecture et du patrimoin,2026-03-06,26-23712,France,ENGINEERING,SECONDARY,,https://www.boamp.fr/pages/avis/?q=idweb:26-23712,BOAMP,"Observatoire permanent des publics et comité de visiteurs | Sondage, enquête | APPEL_OFFRE | SERVICES | nature APPEL_OFFRE | type SERVICES | + fort: architecture | + moyen: etude | 75 | 77 | 78 | 91 | 92 | 93 | 94 | 95 | https://www.boamp.fr/pages/avis/?q=idweb:26-23712"
33 - Mérignac - BA 106 - Mandat de Maîtrise d'Ouvrage - Réhabilitation des bâtiments LC3 et LC4 - Phase candidatures,SID SUD OUEST,2026-03-06,26-22624,France,ENGINEERING,SECONDARY,71330000,https://www.boamp.fr/pages/avis/?q=idweb:26-22624,BOAMP,33 - Mérignac - BA 106 - Mandat de Maîtrise d'Ouvrage - Réhabilitation des bâtiments LC3 et LC4 - Phase candidatures | Ingénierie | APPEL_OFFRE | SERVICES | 71330000 | nature APPEL_OFFRE | type SERVICES | CPV secondaire 71330000 | + moyen: rehabilitation | + moyen: ingenierie | 33 | https://www.boamp.fr/pages/avis/?q=idweb:26-22624
Mission de diagnostic de la structure pour l'opération de réhabilitation et de mise en conformité de la maison cantonnière de la Rothlach au Champ du Feu,Collectivité européenne d'Alsace,2026-03-05,26-22790,France,ENGINEERING,SECONDARY,71335000,https://www.boamp.fr/pages/avis/?q=idweb:26-22790,BOAMP,Mission de diagnostic de la structure pour l'opération de réhabilitation et de mise en conformité de la maison cantonnière de la Rothlach au Champ du Feu | Etude | Prestations de services | APPEL_OFFRE | SERVICES | 71335000 | nature APPEL_OFFRE | type SERVICES | CPV secondaire 71335000 | + moyen: rehabilitation | + moyen: etude | 67 | 68 | https://www.boamp.fr/pages/avis/?q=idweb:26-22790
Etude de conception de la signalétique et des aménagements des futurs sentiers de l'ENS DU RUISSEAU DU RAVIN,Ville de Fontaines-sur-Saone,2026-03-12,26-25740,France,ENGINEERING,SECONDARY,,https://www.boamp.fr/pages/avis/?q=idweb:26-25740,BOAMP,Etude de conception de la signalétique et des aménagements des futurs sentiers de l'ENS DU RUISSEAU DU RAVIN | Etude | APPEL_OFFRE | SERVICES | nature APPEL_OFFRE | type SERVICES | + moyen: amenagement | + moyen: etude | + moyen: signaletique | 69 | https://www.boamp.fr/pages/avis/?q=idweb:26-25740
Aménagement de deux fourgons Citroën Jumper destinés au contrôle des transports,DREAL NA,2026-03-09,26-24112,France,ENGINEERING,SECONDARY,,https://www.boamp.fr/pages/avis/?q=idweb:26-24112,BOAMP,Aménagement de deux fourgons Citroën Jumper destinés au contrôle des transports | Véhicules | APPEL_OFFRE | SERVICES | nature APPEL_OFFRE | type SERVICES | + moyen: amenagement | + moyen: etude | + moyen: interieur | 33 | 86 | 24 | 16 | 17 | 64 | 40 | 47 | 85 | https://www.boamp.fr/pages/avis/?q=idweb:26-24112
"RÉHABILITATION LOURDE ET EXTENSION DE LA CRÈCHE ROBERT LEBON - Mission d’ordonnancement, de Pilotage et de Coordination (OPC)",Mairie de Villejuif,2026-03-17,26-27598,France,ENGINEERING,SECONDARY,71521000,https://www.boamp.fr/pages/avis/?q=idweb:26-27598,BOAMP,"RÉHABILITATION LOURDE ET EXTENSION DE LA CRÈCHE ROBERT LEBON - Mission d’ordonnancement, de Pilotage et de Coordination (OPC) | Mission d'ordonnancement, pilotage, coordination (OPC) | APPEL_OFFRE | SERVICES | 71521000 | nature APPEL_OFFRE | type SERVICES | CPV secondaire 71521000 | + moyen: rehabilitation | 94 | https://www.boamp.fr/pages/avis/?q=idweb:26-27598"
MAITRISE D’OEUVRE POUR LA RENOVATION DES TOITURES DE BÂTIMENTS D’ELEVAGE – Ferme expérimentale de la Bouzule,Université de Lorraine-DPI-SDPI,2026-03-17,26-27903,France,OTHER_RELEVANT,SECONDARY,,https://www.boamp.fr/pages/avis/?q=idweb:26-27903,BOAMP,MAITRISE D’OEUVRE POUR LA RENOVATION DES TOITURES DE BÂTIMENTS D’ELEVAGE – Ferme expérimentale de la Bouzule | Maîtrise d'oeuvre | APPEL_OFFRE | SERVICES | nature APPEL_OFFRE | type SERVICES | + fort: maitrise d oeuvre | 54 | https://www.boamp.fr/pages/avis/?q=idweb:26-27903
MARCHE POUR LES CLASSES DE DECOUVERTES 2026/2030 /SEJOURS DE VACANCES 2026 - 2030,Ville de Roubaix,2026-03-16,26-26823,France,OTHER_RELEVANT,SECONDARY,55240000,https://www.boamp.fr/pages/avis/?q=idweb:26-26823,BOAMP,MARCHE POUR LES CLASSES DE DECOUVERTES 2026/2030 /SEJOURS DE VACANCES 2026 - 2030 | Prestations de services | Voyage | APPEL_OFFRE | SERVICES | 55240000 | nature APPEL_OFFRE | type SERVICES | + fort: architecture | 59 | https://www.boamp.fr/pages/avis/?q=idweb:26-26823
Mission de contrôle technique relative à l’aménagement d’un espace d’environ 410 m² situé au rez-de-chaussée du site de la Direction Départementale de l’Education Nationale du Gard (DSDEN 30),Région académique Occitanie,2026-03-16,26-27094,France,ENGINEERING,SECONDARY,71300000,https://www.boamp.fr/pages/avis/?q=idweb:26-27094,BOAMP,Mission de contrôle technique relative à l’aménagement d’un espace d’environ 410 m² situé au rez-de-chaussée du site de la Direction Départementale de l’Education Nationale du Gard (DSDEN 30) | Prestations de services | APPEL_OFFRE | SERVICES | 71300000 | nature APPEL_OFFRE | type SERVICES | CPV secondaire 71300000 | + moyen: amenagement | 30 | 34 | https://www.boamp.fr/pages/avis/?q=idweb:26-27094
Mission de contrôle technique relative à l’aménagement d’un espace d’environ 410 m² situé au rez-de-chaussée du site de la Direction Départementale de l’Education Nationale du Gard (DSDEN 30),Région académique Occitanie,2026-03-16,26-27078,France,ENGINEERING,SECONDARY,71300000,https://www.boamp.fr/pages/avis/?q=idweb:26-27078,BOAMP,Mission de contrôle technique relative à l’aménagement d’un espace d’environ 410 m² situé au rez-de-chaussée du site de la Direction Départementale de l’Education Nationale du Gard (DSDEN 30) | Prestations de services | APPEL_OFFRE | SERVICES | 71300000 | nature APPEL_OFFRE | type SERVICES | CPV secondaire 71300000 | + moyen: amenagement | 30 | 34 | https://www.boamp.fr/pages/avis/?q=idweb:26-27078
Mission de Coordonnateur SPS relative à l’aménagement d’un espace d’environ 410 m² situé au rez-de-chaussée du site de la Direction Départementale de l’Education Nationale du Gard (DSDEN 30),Région académique Occitanie,2026-03-16,26-27079,France,ENGINEERING,SECONDARY,71300000,https://www.boamp.fr/pages/avis/?q=idweb:26-27079,BOAMP,Mission de Coordonnateur SPS relative à l’aménagement d’un espace d’environ 410 m² situé au rez-de-chaussée du site de la Direction Départementale de l’Education Nationale du Gard (DSDEN 30) | Prestations de services | APPEL_OFFRE | SERVICES | 71300000 | nature APPEL_OFFRE | type SERVICES | CPV secondaire 71300000 | + moyen: amenagement | 30 | 34 | https://www.boamp.fr/pages/avis/?q=idweb:26-27079
Déconstruction du bateau-pompe Louis COLET et de ses prestations associées,GRAND PORT MARITIME DE MARSEILLE,2026-03-14,26-25954,France,AMO_PROGRAMMING,CORE,50243000,https://www.boamp.fr/pages/avis/?q=idweb:26-25954,BOAMP,Déconstruction du bateau-pompe Louis COLET et de ses prestations associées | Démolition | APPEL_OFFRE | SERVICES | 50243000 | nature APPEL_OFFRE | type SERVICES | + fort:  amo | 13 | https://www.boamp.fr/pages/avis/?q=idweb:26-25954
"Assistance à la maitrise d’ouvrage BIM pour le projet de construction de la cuisine St Antoine de Palanque, boulevard du Bosphore, 13015 Marseille.",Ville de Marseille,2026-03-12,26-25769,France,ENGINEERING,SECONDARY,71312000,https://www.boamp.fr/pages/avis/?q=idweb:26-25769,BOAMP,"Assistance à la maitrise d’ouvrage BIM pour le projet de construction de la cuisine St Antoine de Palanque, boulevard du Bosphore, 13015 Marseille. | Ingénierie | APPEL_OFFRE | SERVICES | 71312000 | nature APPEL_OFFRE | type SERVICES | CPV secondaire 71312000 | + moyen: ingenierie | 13 | https://www.boamp.fr/pages/avis/?q=idweb:26-25769"
"Prestations intellectuelles d'expertises immobilières pour des biens immobiliers dans toute la France, principalement à Paris et en Région Ile de France",Ville de Paris - Direction de l&#039;urbanisme,2026-03-11,26-24086,France,URBANISM_LANDSCAPE,CORE,70100000,https://www.boamp.fr/pages/avis/?q=idweb:26-24086,BOAMP,"Prestations intellectuelles d'expertises immobilières pour des biens immobiliers dans toute la France, principalement à Paris et en Région Ile de France | Prestations de services | APPEL_OFFRE | SERVICES | 70100000 | nature APPEL_OFFRE | type SERVICES | + fort: urbanisme | 75 | https://www.boamp.fr/pages/avis/?q=idweb:26-24086"
Mission de Programmation et d’Assistance à Maîtrise d’Ouvrage projet de construction bâtiment neuf (activités de recherche universitaire) site Tonnellé Université de Tours.,Université de Tours,2026-03-11,26-25440,France,AMO_PROGRAMMING,CORE,,https://www.boamp.fr/pages/avis/?q=idweb:26-25440,BOAMP,Mission de Programmation et d’Assistance à Maîtrise d’Ouvrage projet de construction bâtiment neuf (activités de recherche universitaire) site Tonnellé Université de Tours. | Assistance à maîtrise d'ouvrage | APPEL_OFFRE | SERVICES | nature APPEL_OFFRE | type SERVICES | + fort: assistance a maitrise d ouvrage | 37 | https://www.boamp.fr/pages/avis/?q=idweb:26-25440
Marché de maitrise d'oeuvre relatif à la construction d'une déchèterie et d'un quai de transfert des déchets ménagers et assimilés-.,Communauté de Communes de Gerardmer Hautes Vosges,2026-03-06,26-23441,France,ENGINEERING,SECONDARY,,https://www.boamp.fr/pages/avis/?q=idweb:26-23441,BOAMP,Marché de maitrise d'oeuvre relatif à la construction d'une déchèterie et d'un quai de transfert des déchets ménagers et assimilés-. | Maîtrise d'oeuvre | APPEL_OFFRE | SERVICES | nature APPEL_OFFRE | type SERVICES | + fort: maitrise d oeuvre | + fort: architecte | + moyen: ingenierie | - fort: dechets | 88 | https://www.boamp.fr/pages/avis/?q=idweb:26-23441
Marché d’assurance dommages-ouvrage et Tout risque chantier relatif à l’opération de travaux pour la réhabilitation du bâtiment Saint-François du centre hospitalier de Mortagne (26-10),CHIC ALENCON-MAMERS,2026-03-16,26-27284,France,ENGINEERING,SECONDARY,66000000,https://www.boamp.fr/pages/avis/?q=idweb:26-27284,BOAMP,Marché d’assurance dommages-ouvrage et Tout risque chantier relatif à l’opération de travaux pour la réhabilitation du bâtiment Saint-François du centre hospitalier de Mortagne (26-10) | Assurance | APPEL_OFFRE | SERVICES | 66000000 | nature APPEL_OFFRE | type SERVICES | + moyen: rehabilitation | + moyen: etude | 61 | https://www.boamp.fr/pages/avis/?q=idweb:26-27284
"La présente consultation a pour objet une étude pour l'aménagement d'un futur parc d'activités économiques situé sur le territoire de la commune de Bosroumois, pour le compte de la Communauté de co...",Communauté de communes Roumois Seine,2026-03-13,26-26820,France,ENGINEERING,SECONDARY,,https://www.boamp.fr/pages/avis/?q=idweb:26-26820,BOAMP,"La présente consultation a pour objet une étude pour l'aménagement d'un futur parc d'activités économiques situé sur le territoire de la commune de Bosroumois, pour le compte de la Communauté de co... | Etude | APPEL_OFFRE | SERVICES | nature APPEL_OFFRE | type SERVICES | + moyen: amenagement | + moyen: etude | 27 | 14 | 50 | 61 | https://www.boamp.fr/pages/avis/?q=idweb:26-26820"
"Une étude pour l'aménagement d'un futur parc d'activités économiques situé sur le territoire de la commune de Bourneville-Sainte-Croix, pour le compte de la Communauté de communes Roumois Seine.",Communauté de communes Roumois Seine,2026-03-13,26-26818,France,ENGINEERING,SECONDARY,,https://www.boamp.fr/pages/avis/?q=idweb:26-26818,BOAMP,"Une étude pour l'aménagement d'un futur parc d'activités économiques situé sur le territoire de la commune de Bourneville-Sainte-Croix, pour le compte de la Communauté de communes Roumois Seine. | Etude | APPEL_OFFRE | SERVICES | nature APPEL_OFFRE | type SERVICES | + moyen: amenagement | + moyen: etude | 27 | 14 | 50 | 61 | https://www.boamp.fr/pages/avis/?q=idweb:26-26818"
Souscription d'un programme d'assurance construction pour la réalisation d'un équipement sportif au sein de la Zac Bossut à Pontoise (95),Spl Cergy Pontoise Aménagement,2026-03-12,26-25845,France,URBANISM_LANDSCAPE,CORE,66510000,https://www.boamp.fr/pages/avis/?q=idweb:26-25845,BOAMP,Souscription d'un programme d'assurance construction pour la réalisation d'un équipement sportif au sein de la Zac Bossut à Pontoise (95) | Assurance | APPEL_OFFRE | SERVICES | 66510000 | nature APPEL_OFFRE | type SERVICES | + moyen: amenagement | + moyen: zac | 95 | https://www.boamp.fr/pages/avis/?q=idweb:26-25845
"Etude de programmation paysagère - site ""Etang de Gattemare"" - Commune de GATTEVILLE-LE-PHARE (50)",Conservatoire du littoral,2026-03-10,26-24715,France,URBANISM_LANDSCAPE,CORE,,https://www.boamp.fr/pages/avis/?q=idweb:26-24715,BOAMP,"Etude de programmation paysagère - site ""Etang de Gattemare"" - Commune de GATTEVILLE-LE-PHARE (50) | Etude | APPEL_OFFRE | SERVICES | nature APPEL_OFFRE | type SERVICES | + moyen: etude | + moyen: paysage | 50 | 14 | 35 | 53 | 61 | 27 | 76 | 22 | https://www.boamp.fr/pages/avis/?q=idweb:26-24715"
Suivi-animation du volet 3 du Pacte Territorial France Rénov' de GrandSoissons Agglomération (02) dédié à l'accompagnement des ménages,"GrandSoissons Agglomération
Les Terrasses du Mail
11 avenue François Mitterrand
02880 CUFFIES",2026-03-08,26-23590,France,ENGINEERING,SECONDARY,71314300,https://www.boamp.fr/pages/avis/?q=idweb:26-23590,BOAMP,Suivi-animation du volet 3 du Pacte Territorial France Rénov' de GrandSoissons Agglomération (02) dédié à l'accompagnement des ménages | Etude | APPEL_OFFRE | SERVICES | 71314300 | nature APPEL_OFFRE | type SERVICES | CPV secondaire 71314300 | + fort: architecte | + moyen: etude | - moyen: accompagnement | - moyen: animation | 2 | https://www.boamp.fr/pages/avis/?q=idweb:26-23590
Bureau de contrôle pour la construction d'une Unité pour Malades Difficiles (Umd) sur le site de l'Epsm des Flandres situé sur la commune de Bailleul,Chu de Lille - Es du Ght Hpgl,2026-03-17,26-27880,France,ENGINEERING,SECONDARY,71356100,https://www.boamp.fr/pages/avis/?q=idweb:26-27880,BOAMP,Bureau de contrôle pour la construction d'une Unité pour Malades Difficiles (Umd) sur le site de l'Epsm des Flandres situé sur la commune de Bailleul | Contrôle technique | APPEL_OFFRE | SERVICES | 71356100 | nature APPEL_OFFRE | type SERVICES | CPV secondaire 71356100 | 59 | https://www.boamp.fr/pages/avis/?q=idweb:26-27880
ÉLABORATION D'UN SCHÉMA DIRECTEUR IMMOBILIER ET ÉNERGÉTIQUE MULTI-ENJEUX,Lamballe Terre et Mer Agglomération,2026-03-16,26-27074,France,ENGINEERING,SECONDARY,71314300,https://www.boamp.fr/pages/avis/?q=idweb:26-27074,BOAMP,ÉLABORATION D'UN SCHÉMA DIRECTEUR IMMOBILIER ET ÉNERGÉTIQUE MULTI-ENJEUX | Audit | Bâtiment | APPEL_OFFRE | SERVICES | 71314300 | nature APPEL_OFFRE | type SERVICES | CPV secondaire 71314300 | 22 | https://www.boamp.fr/pages/avis/?q=idweb:26-27074
COORDONNATEUR SPS NIVEAU I dans le cadre de la Construction d'un plateau technique et de la restructuration de la chirurgie ambulatoire du Centre Hospitalier du Mans,Centre hospitalier du Mans,2026-03-15,26-26641,France,ENGINEERING,SECONDARY,71317210,https://www.boamp.fr/pages/avis/?q=idweb:26-26641,BOAMP,COORDONNATEUR SPS NIVEAU I dans le cadre de la Construction d'un plateau technique et de la restructuration de la chirurgie ambulatoire du Centre Hospitalier du Mans | Contrôle technique | APPEL_OFFRE | SERVICES | 71317210 | nature APPEL_OFFRE | type SERVICES | CPV secondaire 71317210 | 72 | https://www.boamp.fr/pages/avis/?q=idweb:26-26641
